Epoch,Pitch,Roll,Yaw,Pulse1583618202.152147,b0\r\nb'0\r\n'
1583618206.1775072,b0\r\nb'0\r\n'
1583618206.1985064,b327\r\nb'327\r\n'
1583618206.2194982,b686\r\nb'686\r\n'
1583618206.2400753,b0\r\nb'0\r\n'
1583618206.2608235,b0\r\nb'0\r\n'
1583618206.2817469,b316\r\nb'316\r\n'
1583618206.3025732,b685\r\nb'685\r\n'
1583618206.3234162,b0\r\nb'0\r\n'
1583618206.3441727,b0\r\nb'0\r\n'
1583618206.365075,b300\r\nb'300\r\n'
1583618206.3859282,b686\r\nb'686\r\n'
1583618206.4066389,b0\r\nb'0\r\n'
1583618206.4275062,b0\r\nb'0\r\n'
1583618206.4484398,b286\r\nb'286\r\n'
1583618206.4692304,b685\r\nb'685\r\n'
1583618206.4900346,b0\r\nb'0\r\n'
1583618206.5108442,b0\r\nb'0\r\n'
1583618206.531746,b275\r\nb'275\r\n'
1583618206.5525548,b686\r\nb'686\r\n'
1583618206.5733519,b0\r\nb'0\r\n'
1583618206.5941565,b0\r\nb'0\r\n'
1583618206.6150825,b264\r\nb'264\r\n'
1583618206.6359193,b685\r\nb'685\r\n'
1583618206.656674,b0\r\nb'0\r\n'
1583618206.6774578,b0\r\nb'0\r\n'
1583618206.6984556,b254\r\nb'254\r\n'
1583618206.7192197,b686\r\nb'686\r\n'
1583618206.7400384,b0\r\nb'0\r\n'
1583618206.760789,b0\r\nb'0\r\n'
1583618206.7817404,b243\r\nb'243\r\n'
1583618206.802579,b686\r\nb'686\r\n'
1583618206.8232992,b0\r\nb'0\r\n'
1583618206.844177,b0\r\nb'0\r\n'
1583618206.8650815,b229\r\nb'229\r\n'
1583618206.8858814,b686\r\nb'686\r\n'
1583618206.9066577,b0\r\nb'0\r\n'
1583618206.9274974,b0\r\nb'0\r\n'
1583618206.9483802,b219\r\nb'219\r\n'
1583618206.9692152,b686\r\nb'686\r\n'
1583618206.9900255,b0\r\nb'0\r\n'
1583618207.0108073,b0\r\nb'0\r\n'
