Epoch,Pitch,Roll,Yaw,Pulse1583625226.8446827,x82jx82x92xaax8axc2x82x82xcaxaax92xc2j
1583625226.8684165,-0.00,0.02,180.10,583
1583625226.892364,0.00,-0.25,180.09,525
1583625226.916307,-0.00,0.02,180.10,560
1583625226.9403024,0.00,-0.25,180.09,406
1583625226.9642231,-0.00,0.02,180.10,933
1583625226.9881997,0.00,-0.25,180.09,586
1583625227.0121317,-0.00,0.02,180.10,552
1583625227.0361168,0.00,-0.25,180.09,545
1583625227.0600705,-0.00,0.02,180.10,507
1583625227.084002,0.00,-0.25,180.08,544
1583625227.1079674,-0.00,0.01,180.10,516
1583625227.1319547,0.00,-0.26,180.08,573
1583625227.1560125,-0.00,0.02,180.09,519
1583625227.1799972,0.00,-0.26,180.08,571
1583625227.2037952,-0.00,0.02,180.09,580
1583625227.2277732,0.00,-0.26,180.08,560
1583625227.2517047,-0.00,0.02,180.09,556
1583625227.2756975,0.01,-0.26,180.08,474
1583625227.298598,0.00,0.01,180.09,543
1583625227.3235908,-0.01,-0.25,180.07,501
1583625227.347524,-0.00,0.03,180.09,556
1583625227.371526,0.01,-0.24,180.07,523
1583625227.394417,0.00,0.03,180.09,520
1583625227.4194176,-0.01,-0.23,180.07,540
1583625227.4434087,-0.00,0.05,180.09,522
1583625227.4673462,0.01,-0.23,180.07,559
1583625227.4902549,0.00,0.04,180.09,505
1583625227.5153944,-0.00,-0.23,180.08,566
1583625227.5393248,-0.00,0.06,180.09,504
1583625227.5632565,0.00,-0.21,180.08,552
1583625227.5872295,-0.00,0.06,180.09,536
1583625227.6112044,0.00,-0.21,180.08,519
1583625227.6351442,-0.00,0.06,180.09,549
1583625227.6591969,0.00,-0.22,180.08,514
1583625227.6831522,-0.00,0.06,180.09,601
1583625227.707122,0.00,-0.22,180.08,514
1583625227.7310953,-0.00,0.06,180.09,572
1583625227.7549915,0.00,-0.22,180.08,529
1583625227.7789748,-0.00,0.06,180.10,525
1583625227.8028607,0.00,-0.22,180.08,559
1583625227.8268044,-0.00,0.05,180.10,522
1583625227.8507934,0.00,-0.23,180.08,550
1583625227.874728,-0.00,0.04,180.10,472
1583625227.898771,0.00,-0.24,180.08,536
1583625227.9226954,-0.00,0.04,180.10,493
1583625227.946672,0.00,-0.24,180.08,576
1583625227.9705968,-0.00,0.04,180.10,548
1583625227.9945817,0.00,-0.24,180.08,543
1583625228.0184996,-0.00,0.03,180.10,568
1583625228.0424323,0.00,-0.24,180.08,480
1583625228.0664139,-0.00,0.03,180.10,519
1583625228.0904,0.00,-0.24,180.08,812
1583625228.1143076,-0.00,0.03,180.10,600
1583625228.1382682,0.00,-0.24,180.08,528
1583625228.1622157,-0.00,0.03,180.10,541
1583625228.186213,0.00,-0.25,180.08,532
1583625228.2102764,-0.00,0.02,180.10,526
1583625228.234183,0.00,-0.26,180.08,550
1583625228.2581742,-0.00,0.01,180.09,519
1583625228.2821565,0.00,-0.26,180.08,558
1583625228.3059928,-0.00,0.01,180.09,522
1583625228.3299508,0.01,-0.26,180.07,574
1583625228.352851,0.00,0.01,180.09,558
1583625228.3778377,-0.00,-0.25,180.07,512
1583625228.401932,-0.00,0.03,180.09,502
1583625228.4258237,0.01,-0.24,180.07,484
1583625228.4487355,0.00,0.02,180.09,533
1583625228.473721,-0.00,-0.24,180.07,495
1583625228.497699,-0.00,0.05,180.09,541
1583625228.521625,0.00,-0.23,180.07,518
1583625228.5456223,-0.00,0.05,180.09,535
1583625228.5697033,0.00,-0.23,180.08,523
1583625228.593595,-0.00,0.04,180.09,525
1583625228.6175523,0.00,-0.24,180.08,541
1583625228.6414993,-0.00,0.03,180.09,506
1583625228.6654768,0.00,-0.24,180.08,581
1583625228.6894312,-0.00,0.03,180.09,518
1583625228.7134142,0.00,-0.24,180.08,568
1583625228.7374184,-0.00,0.03,180.09,512
1583625228.7613235,0.00,-0.24,180.08,553
1583625228.7852397,-0.00,0.03,180.09,541
1583625228.8092031,0.00,-0.25,180.08,517
1583625228.833175,-0.00,0.02,180.09,544
1583625228.857106,0.00,-0.26,180.07,514
1583625228.881078,-0.00,0.02,180.09,570
1583625228.905048,0.01,-0.26,180.07,521
1583625228.928993,-0.00,0.02,180.09,558
1583625228.9528859,0.00,-0.26,180.07,518
1583625228.976805,-0.00,0.01,180.08,522
1583625229.0008285,0.02,-0.27,180.07,512
1583625229.023753,0.00,0.00,180.08,514
1583625229.0487154,-0.08,-0.25,180.06,547
1583625229.072684,-0.02,0.03,180.07,464
1583625229.0966582,0.07,-0.22,180.06,552
1583625229.1200125,0.01,0.04,180.07,535
1583625229.144903,-0.03,-0.21,180.06,561
1583625229.168618,-0.00,0.07,180.08,561
1583625229.1925833,0.01,-0.20,180.07,536
1583625229.216534,-0.00,0.07,180.08,501
1583625229.2405355,0.00,-0.20,180.07,441
1583625229.2645419,-0.00,0.07,180.08,964
1583625229.288508,0.00,-0.20,180.07,553
1583625229.31237,-0.00,0.07,180.08,558
1583625229.3363395,0.00,-0.20,180.07,514
1583625229.3602974,-0.00,0.07,180.08,523
1583625229.3842187,0.00,-0.21,180.07,525
1583625229.4081979,-0.00,0.07,180.09,511
1583625229.4321752,0.00,-0.21,180.07,545
1583625229.4560966,-0.00,0.06,180.09,502
1583625229.4800773,0.00,-0.22,180.07,569
1583625229.504017,-0.00,0.06,180.09,552
1583625229.5279987,0.00,-0.22,180.08,580
1583625229.5519521,-0.00,0.06,180.09,543
1583625229.5758986,0.00,-0.22,180.08,493
1583625229.599883,-0.00,0.05,180.09,537
1583625229.623823,0.00,-0.22,180.08,498
1583625229.6477604,-0.00,0.05,180.09,548
1583625229.6719034,0.00,-0.22,180.08,507
1583625229.6957026,-0.00,0.06,180.09,549
1583625229.7196887,0.00,-0.22,180.08,522
1583625229.7436304,-0.00,0.06,180.09,524
1583625229.767601,0.00,-0.22,180.08,529
1583625229.7915726,-0.00,0.06,180.10,519
1583625229.8154936,0.00,-0.22,180.08,567
1583625229.8394423,-0.00,0.05,180.10,526
1583625229.863402,0.00,-0.22,180.08,568
1583625229.8873339,-0.00,0.05,180.10,524
1583625229.9113095,0.00,-0.23,180.08,550
1583625229.9352543,-0.00,0.05,180.10,544
1583625229.959229,0.00,-0.23,180.09,532
1583625229.9832284,-0.00,0.05,180.10,556
1583625230.0071425,0.00,-0.23,180.09,518
1583625230.0311153,-0.00,0.05,180.10,572
1583625230.0550466,0.00,-0.23,180.09,526
1583625230.0790238,-0.00,0.05,180.10,558
1583625230.1029634,0.00,-0.23,180.09,528
1583625230.1269445,-0.00,0.05,180.10,537
1583625230.150887,0.00,-0.23,180.09,557
1583625230.1748726,-0.00,0.05,180.10,528
1583625230.1987855,0.00,-0.23,180.09,523
1583625230.2227535,-0.00,0.05,180.10,507
1583625230.2466002,0.00,-0.23,180.09,586
1583625230.2705293,-0.00,0.04,180.10,538
1583625230.2945113,0.00,-0.23,180.09,572
1583625230.318486,-0.00,0.04,180.10,550
1583625230.3424256,0.00,-0.24,180.09,461
1583625230.3663507,-0.00,0.04,180.10,522
1583625230.3903258,0.00,-0.24,180.09,776
1583625230.414351,-0.00,0.04,180.10,605
1583625230.438278,0.00,-0.23,180.09,531
1583625230.4622452,-0.00,0.04,180.10,567
1583625230.4861677,0.00,-0.23,180.09,535
1583625230.5101705,-0.00,0.04,180.10,541
1583625230.5341983,0.00,-0.24,180.09,550
1583625230.558144,-0.00,0.03,180.10,535
1583625230.5820973,0.00,-0.24,180.09,570
1583625230.6060455,-0.00,0.02,180.10,541
1583625230.6299975,0.00,-0.25,180.09,610
1583625230.6539814,-0.00,0.02,180.10,559
1583625230.6779027,0.00,-0.25,180.09,564
1583625230.7018757,-0.00,0.02,180.10,513
1583625230.7258422,0.00,-0.25,180.09,517
1583625230.7498531,-0.00,0.01,180.10,535
1583625230.773726,0.00,-0.26,180.08,507
1583625230.7977252,-0.00,0.01,180.10,547
1583625230.821706,0.01,-0.27,180.07,507
1583625230.8446703,0.00,0.01,180.09,566
1583625230.8696885,-0.02,-0.26,180.07,526
1583625230.8936088,-0.01,0.03,180.08,526
1583625230.9176414,0.03,-0.25,180.07,525
