1583616243.9596336,x02x9ax92xaaxax02x8axc2xa2xc2x92j
1583616250.550453,33.87, -102.96, 197.06
1583616250.5754266,34.00, -102.75, 197.17
1583616250.6004114,33.97, -102.39, 197.18
1583616250.6254077,33.99, -102.30, 197.13
1583616250.6504033,34.00, -102.15, 197.05
1583616250.6754136,33.91, -101.58, 196.95
1583616250.7004108,33.90, -100.66, 196.75
1583616250.7243712,33.71, -97.93, 196.71
1583616250.7483203,33.19, -90.81, 196.29
1583616250.77228,32.83, -77.37, 194.41
1583616250.7962642,32.49, -57.47, 190.78
1583616250.8202324,33.17, -32.44, 186.35
1583616250.8431964,34.16, -5.36, 182.61
1583616250.8660326,35.57, 18.09, 179.07
1583616250.888943,37.17, 35.71, 177.27
1583616250.911859,37.84, 47.24, 177.46
1583616250.9347887,38.37, 55.94, 177.28
1583616250.9577012,38.66, 62.50, 176.93
1583616250.9806013,37.86, 64.50, 176.69
1583616251.0035338,37.43, 64.71, 177.41
1583616251.0264304,37.35, 63.72, 177.12
1583616251.049363,37.25, 62.62, 176.84
1583616251.0722904,37.20, 61.58, 176.56
1583616251.0952468,37.33, 61.26, 176.43
1583616251.1181662,37.45, 61.60, 176.54
1583616251.1410177,37.58, 62.10, 177.08
1583616251.1639993,37.70, 62.39, 177.37
1583616251.1868854,37.85, 62.30, 177.58
1583616251.2098439,38.02, 61.51, 177.51
1583616251.232688,38.42, 60.76, 177.39
1583616251.2555945,38.80, 59.84, 177.03
1583616251.2785149,39.21, 59.09, 176.47
1583616251.3014402,39.63, 58.82, 176.22
1583616251.3243558,39.92, 58.65, 176.18
1583616251.3472772,40.14, 58.86, 176.33
1583616251.3703403,40.34, 59.41, 176.46
1583616251.3931003,40.58, 59.33, 176.64
1583616251.416005,40.78, 58.76, 176.53
1583616251.438924,40.96, 58.71, 176.47
1583616251.4618523,41.09, 59.03, 176.52
1583616251.4847481,41.15, 59.42, 176.52
1583616251.5076618,41.14, 59.18, 176.50
1583616251.530593,41.27, 58.71, 176.53
1583616251.5534956,41.49, 59.04, 176.54
1583616251.5760133,41.62, 59.87, 176.39
1583616251.5989232,41.76, 60.10, 176.44
1583616251.6218708,41.99, 59.36, 176.49
1583616251.6447887,42.33, 58.85, 176.43
1583616251.6676419,42.58, 59.43, 176.18
1583616251.6906376,42.66, 59.56, 176.17
1583616251.7135253,42.94, 58.91, 176.24
1583616251.7364464,43.25, 58.02, 176.41
1583616251.7594547,43.50, 57.46, 176.65
1583616251.7824411,43.59, 57.65, 176.86
1583616251.805641,43.52, 57.78, 176.97
1583616251.8284495,43.56, 57.26, 177.32
1583616251.8511448,43.79, 55.54, 178.11
1583616251.8740535,44.22, 51.52, 179.57
1583616251.8971138,45.31, 44.79, 182.10
1583616251.9200351,47.76, 37.02, 186.48
1583616251.942874,52.37, 29.43, 194.59
1583616251.9657931,59.17, 24.73, 210.10
1583616251.9886725,66.61, 24.25, 232.03
1583616252.0115678,72.00, 34.69, 267.22
1583616252.0344713,70.50, 49.16, 305.10
1583616252.0573814,64.85, 58.88, 334.07
1583616252.080292,57.45, 64.25, 353.97
1583616252.1011376,49.83, 61.79, 0.86
1583616252.1220324,42.90, 56.40, 1.26
1583616252.1448708,35.31, 50.89, 359.56
1583616252.1677918,26.96, 46.44, 356.70
1583616252.190542,18.14, 44.22, 352.44
1583616252.2134764,10.73, 45.62, 347.97
1583616252.2353492,3.75, 48.92, 342.46
1583616252.2583876,-0.30, 52.88, 339.52
1583616252.2813065,-3.04, 56.72, 336.39
1583616252.304197,-5.56, 59.16, 333.55
1583616252.3271205,-7.09, 61.20, 332.53
1583616252.350081,-7.85, 63.26, 331.92
1583616252.3729963,-8.18, 65.93, 331.45
1583616252.3958964,-8.38, 67.84, 331.45
1583616252.4187713,-8.38, 68.73, 331.63
1583616252.4417086,-8.28, 69.33, 331.48
1583616252.4646122,-8.17, 70.06, 331.58
1583616252.487568,-8.01, 70.50, 331.64
1583616252.51044,-7.86, 70.27, 331.54
1583616252.5333693,-7.65, 70.12, 331.29
1583616252.5562718,-7.52, 69.91, 331.41
1583616252.5791893,-7.39, 69.65, 331.36
1583616252.6021473,-7.47, 68.73, 331.54
1583616252.6251326,-7.46, 67.42, 331.79
1583616252.6479733,-7.44, 65.98, 332.33
1583616252.6708534,-7.45, 64.92, 332.76
1583616252.6938398,-7.22, 63.86, 333.43
1583616252.7167175,-6.83, 62.65, 334.28
1583616252.7396657,-6.27, 62.10, 334.70
1583616252.7625215,-5.90, 61.72, 335.11
1583616252.785436,-5.51, 61.04, 335.64
1583616252.8083625,-5.19, 59.72, 336.17
1583616252.8312736,-4.90, 58.25, 336.87
1583616252.8542123,-4.46, 57.44, 337.30
1583616252.8771338,-3.27, 57.06, 338.62
1583616252.900092,-0.44, 56.52, 341.63
1583616252.9218974,5.67, 56.87, 347.54
1583616252.9448369,14.55, 59.47, 357.22
1583616252.9656425,25.09, 63.89, 9.68
1583616252.9875255,35.98, 73.70, 27.58
1583616253.0093834,44.47, 93.43, 56.22
1583616253.0323176,43.54, 115.88, 87.70
1583616253.0562937,33.71, 128.24, 109.38
1583616253.0802383,23.91, 135.69, 121.72
1583616253.104191,17.17, 140.01, 127.63
1583616253.1282198,11.96, 144.05, 130.63
1583616253.1511025,8.41, 146.08, 131.55
1583616253.1739945,6.76, 147.46, 130.88
1583616253.196903,5.31, 148.39, 130.01
1583616253.2198513,4.98, 148.19, 128.82
1583616253.2427094,4.29, 148.77, 128.37
1583616253.2656546,3.74, 148.64, 128.46
1583616253.2885509,3.59, 148.57, 128.43
1583616253.311457,3.25, 148.38, 128.38
1583616253.3343837,2.45, 148.46, 128.69
1583616253.3573058,1.72, 147.95, 129.04
1583616253.3802204,1.30, 147.42, 129.46
1583616253.4032252,0.97, 147.14, 129.85
1583616253.426049,0.37, 146.80, 130.04
1583616253.449997,-0.18, 146.12, 129.90
1583616253.4739904,-0.51, 145.20, 129.73
1583616253.4979324,-0.37, 144.53, 129.63
1583616253.5218859,-0.27, 143.65, 129.26
1583616253.5458088,-0.51, 142.85, 128.66
1583616253.5698586,-0.60, 141.26, 127.91
1583616253.593768,-0.40, 139.95, 127.57
1583616253.6176314,-0.19, 138.45, 127.33
1583616253.6406283,0.04, 137.13, 126.91
1583616253.6635375,0.02, 135.72, 126.31
1583616253.6864805,0.03, 133.57, 125.41
1583616253.709379,0.47, 129.50, 124.51
1583616253.7323232,2.12, 121.37, 122.45
1583616253.7552814,3.79, 111.63, 118.15
1583616253.7781804,2.21, 103.15, 116.48
1583616253.8010206,-3.36, 88.67, 114.71
1583616253.8239737,-9.94, 72.09, 115.33
1583616253.8479187,-15.52, 51.77, 119.61
1583616253.8718474,-16.31, 33.71, 127.36
1583616253.8958623,-14.62, 18.53, 130.45
1583616253.9187403,-13.41, 7.75, 128.36
1583616253.9427018,-14.17, -1.19, 122.98
1583616253.9666622,-15.48, -7.59, 116.85
1583616253.9916577,-16.15, -13.55, 111.02
1583616254.0166352,-16.50, -17.68, 106.06
1583616254.0416317,-17.23, -20.93, 102.54
1583616254.0655587,-18.44, -23.32, 99.98
1583616254.089601,-19.22, -24.88, 98.30
1583616254.1135566,-19.85, -25.25, 96.88
1583616254.1375015,-20.60, -25.95, 96.28
1583616254.1614547,-21.11, -26.26, 96.01
1583616254.185391,-21.46, -26.21, 95.74
1583616254.2093456,-21.82, -26.42, 96.15
1583616254.2332418,-22.29, -26.14, 96.52
1583616254.2572176,-23.06, -26.49, 97.27
1583616254.281144,-23.85, -26.70, 97.75
1583616254.305135,-24.42, -26.77, 98.25
1583616254.3291085,-24.53, -26.42, 98.40
1583616254.35323,-24.87, -26.27, 98.81
1583616254.3771868,-25.26, -25.81, 99.20
1583616254.4012015,-25.89, -25.63, 99.90
1583616254.4260588,-26.50, -24.97, 100.69
1583616254.4510362,-26.47, -23.78, 101.21
1583616254.476046,-26.96, -23.21, 101.68
1583616254.5009034,-27.41, -22.51, 101.92
1583616254.5258837,-28.14, -21.92, 102.15
1583616254.5509386,-28.56, -21.31, 102.18
1583616254.575875,-28.77, -20.82, 102.13
1583616254.6009634,-28.95, -20.23, 101.84
1583616254.6259632,-29.19, -20.27, 101.78
1583616254.6509414,-29.43, -20.11, 101.56
1583616254.6759565,-29.59, -20.03, 101.48
1583616254.700943,-29.64, -19.90, 101.47
1583616254.7258916,-29.86, -19.90, 101.56
1583616254.7508993,-30.02, -19.69, 101.59
1583616254.7759092,-30.16, -19.53, 101.96
1583616254.800874,-30.53, -19.53, 103.05
1583616254.8258915,-31.17, -19.84, 104.79
1583616254.8508801,-31.89, -20.52, 107.13
1583616254.8759055,-32.74, -21.72, 111.04
1583616254.9008825,-34.59, -23.62, 117.12
1583616254.9259355,-34.78, -23.88, 122.63
1583616254.9509284,-34.20, -25.60, 130.47
1583616254.9759545,-32.54, -26.83, 140.67
1583616255.000934,-27.93, -28.45, 153.78
1583616255.0258734,-24.82, -31.04, 168.53
1583616255.0508842,-19.47, -30.47, 183.11
1583616255.07588,-11.20, -27.61, 196.36
1583616255.0999243,-0.85, -26.82, 208.18
1583616255.1227894,8.60, -24.55, 219.36
1583616255.1467566,16.21, -19.74, 230.21
1583616255.1707518,20.40, -12.34, 242.92
1583616255.193635,20.41, -3.48, 256.56
1583616255.2154555,18.88, 3.81, 268.32
1583616255.2373424,16.23, 9.60, 279.04
1583616255.2603443,11.92, 16.28, 287.39
1583616255.2821033,7.58, 20.95, 292.45
1583616255.304125,4.54, 22.79, 295.66
1583616255.3259346,3.56, 23.12, 297.13
1583616255.347787,4.59, 24.59, 296.15
1583616255.369865,6.22, 25.12, 292.49
1583616255.3915195,7.17, 21.78, 284.61
1583616255.4133775,8.86, 18.05, 275.85
1583616255.4363928,11.62, 14.92, 266.02
1583616255.4581542,12.39, 9.23, 252.80
1583616255.480027,14.44, 7.22, 237.41
1583616255.5020359,15.71, 4.00, 222.22
1583616255.5250404,16.09, -1.27, 203.38
1583616255.5479136,13.75, -6.21, 187.42
1583616255.5708857,9.05, -10.08, 172.98
1583616255.593786,4.31, -10.91, 160.68
1583616255.6165206,0.74, -10.39, 150.05
1583616255.6404538,-1.38, -10.49, 141.27
1583616255.6644287,-1.92, -11.06, 135.33
1583616255.6884289,-0.53, -10.49, 130.75
1583616255.7102535,2.35, -9.83, 126.16
1583616255.7331634,3.97, -10.78, 123.20
1583616255.756042,5.45, -11.49, 120.50
1583616255.7789917,6.72, -11.76, 118.48
1583616255.8018925,7.44, -12.26, 117.23
1583616255.8249452,8.49, -12.49, 116.01
1583616255.8478723,9.86, -12.91, 114.60
1583616255.8717856,10.77, -13.25, 113.78
1583616255.8957822,11.34, -13.73, 113.48
1583616255.9197466,11.84, -14.00, 113.13
1583616255.943696,12.49, -14.70, 112.44
1583616255.9676096,12.93, -15.36, 111.76
1583616255.9916046,12.51, -16.15, 111.13
1583616256.0155842,11.19, -16.29, 110.66
1583616256.0385568,8.01, -16.59, 111.08
1583616256.0613842,1.52, -19.52, 111.82
1583616256.0853145,-8.60, -19.96, 114.76
1583616256.110368,-23.20, -19.66, 119.14
1583616256.1353347,-42.61, -20.90, 126.76
1583616256.1603322,-62.41, -25.98, 138.56
1583616256.1853504,-80.86, -67.02, 186.53
1583616256.211404,-71.83, -159.99, 286.66
1583616256.2374246,-51.36, -172.33, 305.31
1583616256.2634492,-29.59, -173.92, 312.83
1583616256.289547,-13.07, -174.36, 318.23
1583616256.3135295,0.12, -174.41, 321.01
1583616256.337413,9.24, -174.58, 322.42
1583616256.3624043,13.81, -175.45, 322.90
1583616256.38742,11.37, -175.90, 322.48
1583616256.4113522,2.29, -175.87, 321.72
1583616256.437414,-13.78, -172.93, 320.11
1583616256.4634638,-31.98, -169.79, 316.99
1583616256.489591,-51.76, -163.24, 310.33
1583616256.5155525,-68.81, -148.11, 293.99
1583616256.5406446,-78.01, -90.11, 233.35
1583616256.5656228,-70.55, -36.91, 176.50
1583616256.590639,-58.64, -21.24, 158.13
1583616256.6156354,-45.28, -16.75, 149.86
1583616256.6406605,-34.74, -15.97, 145.64
1583616256.6655607,-27.02, -16.27, 143.45
1583616256.6905851,-22.00, -16.02, 143.02
1583616256.715572,-19.78, -15.54, 144.09
1583616256.7405174,-18.84, -15.46, 145.49
1583616256.7655756,-18.36, -15.13, 146.64
1583616256.7905877,-17.83, -15.57, 147.59
1583616256.8155153,-17.42, -15.72, 147.99
1583616256.8405464,-17.29, -15.62, 148.20
1583616256.8655167,-17.33, -15.74, 148.25
1583616256.8905022,-17.06, -15.91, 148.24
1583616256.915522,-16.55, -15.91, 148.19
1583616256.9405298,-16.07, -16.03, 148.24
1583616256.965512,-15.84, -15.83, 148.28
1583616256.9905274,-15.64, -15.65, 148.39
1583616257.0155041,-15.48, -15.45, 148.56
1583616257.040514,-15.48, -15.25, 148.87
1583616257.0655124,-15.31, -15.05, 148.96
1583616257.0905135,-14.74, -14.89, 148.77
1583616257.115505,-13.92, -15.00, 148.65
1583616257.1405272,-12.97, -14.91, 148.58
1583616257.1655154,-11.94, -14.79, 148.56
1583616257.1905217,-10.18, -14.89, 148.68
1583616257.2144632,-7.96, -15.04, 148.80
1583616257.2384226,-5.87, -15.18, 148.91
1583616257.2623959,-4.00, -14.94, 148.92
1583616257.2863522,-2.45, -15.01, 148.94
1583616257.3103018,-0.42, -15.01, 148.99
1583616257.333199,2.07, -15.24, 149.02
1583616257.356114,4.71, -15.68, 149.07
1583616257.37904,7.43, -15.95, 148.95
1583616257.401939,9.99, -16.21, 148.65
1583616257.4259338,12.34, -16.55, 148.39
1583616257.4498973,14.67, -16.91, 148.10
1583616257.473864,16.88, -17.32, 147.78
1583616257.4978034,19.09, -17.58, 147.51
1583616257.521771,21.24, -17.60, 147.33
1583616257.5457416,22.89, -17.42, 147.44
1583616257.569777,24.06, -17.35, 147.64
1583616257.5936735,24.46, -17.24, 147.87
1583616257.61762,24.52, -17.11, 148.11
1583616257.6415606,24.41, -16.53, 148.59
1583616257.6654956,24.32, -15.69, 148.97
1583616257.6893837,24.73, -14.98, 148.82
1583616257.7132735,25.55, -14.63, 148.49
1583616257.737257,27.03, -14.13, 147.31
1583616257.7611957,28.53, -13.43, 146.10
1583616257.7851362,30.30, -12.32, 144.63
1583616257.8091109,32.03, -11.33, 143.16
1583616257.8331363,33.79, -10.18, 142.05
1583616257.8560448,35.14, -8.89, 141.32
1583616257.8789325,35.68, -8.28, 140.30
1583616257.9019012,35.80, -8.70, 137.31
1583616257.924722,35.43, -9.95, 134.46
1583616257.9487119,34.62, -11.24, 132.16
1583616257.9727051,33.46, -11.92, 130.94
1583616257.9967182,32.41, -12.06, 130.80
1583616258.0207045,31.82, -11.79, 132.21
